"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 21 22:48:58 GMT 2024","Wed Feb 21 22:50:01 GMT 2024","63672","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","startUpTest","startUpTest",""
"failed","Wed Feb 21 22:52:47 GMT 2024","Wed Feb 21 22:52:47 GMT 2024","170","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeBuildConfigurationCreationBoundaryValueId","negativeBuildConfigurationCreationBoundaryValueId",""
"passed","Wed Feb 21 22:52:48 GMT 2024","Wed Feb 21 22:52:48 GMT 2024","172","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeProjectCreationDuplicateId","negativeProjectCreationDuplicateId",""
"passed","Wed Feb 21 22:52:44 GMT 2024","Wed Feb 21 22:52:46 GMT 2024","2322","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","basicBuildConfigurationTest","basicBuildConfigurationTest",""
"passed","Wed Feb 21 22:51:08 GMT 2024","Wed Feb 21 22:51:29 GMT 2024","20836","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Wed Feb 21 22:52:47 GMT 2024","Wed Feb 21 22:52:47 GMT 2024","146","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeBuildConfigurationCreationEmptyName","negativeBuildConfigurationCreationEmptyName",""
"passed","Wed Feb 21 22:52:46 GMT 2024","Wed Feb 21 22:52:46 GMT 2024","185","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeBuildConfigCreationWithoutProject","negativeBuildConfigCreationWithoutProject",""
"passed","Wed Feb 21 22:53:07 GMT 2024","Wed Feb 21 22:53:19 GMT 2024","11332","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigurationTest","com.example.teamcity.ui.CreateNewBuildConfigurationTest","authorizedUserShouldNotBeAbleToCreateNewBuildConfigurationWithoutAName","authorizedUserShouldNotBeAbleToCreateNewBuildConfigurationWithoutAName",""
"passed","Wed Feb 21 22:52:48 GMT 2024","Wed Feb 21 22:52:48 GMT 2024","146","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","positiveBuildConfigurationCreationMaxAllowedId","positiveBuildConfigurationCreationMaxAllowedId",""
"passed","Wed Feb 21 22:52:49 GMT 2024","Wed Feb 21 22:53:07 GMT 2024","18403","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigurationTest","com.example.teamcity.ui.CreateNewBuildConfigurationTest","authorizedUserShouldBeAbleToCreateNewBuildConfiguration","authorizedUserShouldBeAbleToCreateNewBuildConfiguration",""
"passed","Wed Feb 21 22:52:48 GMT 2024","Wed Feb 21 22:52:48 GMT 2024","105","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","positiveBuildConfigurationCreationMaxAllowedName","positiveBuildConfigurationCreationMaxAllowedName",""
"passed","Wed Feb 21 22:52:47 GMT 2024","Wed Feb 21 22:52:47 GMT 2024","142","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeBuildConfigurationWithoutId","negativeBuildConfigurationWithoutId",""
