"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 29 13:04:28 GMT 2024","Thu Feb 29 13:04:28 GMT 2024","137","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","positiveBuildConfigurationCreationMaxAllowedId","positiveBuildConfigurationCreationMaxAllowedId",""
"passed","Thu Feb 29 13:00:41 GMT 2024","Thu Feb 29 13:01:37 GMT 2024","56192","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","startUpTest","startUpTest",""
"passed","Thu Feb 29 13:04:27 GMT 2024","Thu Feb 29 13:04:27 GMT 2024","111","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeBuildConfigurationWithoutId","negativeBuildConfigurationWithoutId",""
"failed","Thu Feb 29 13:04:27 GMT 2024","Thu Feb 29 13:04:27 GMT 2024","290","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeBuildConfigurationCreationBoundaryValueId","negativeBuildConfigurationCreationBoundaryValueId",""
"passed","Thu Feb 29 13:04:28 GMT 2024","Thu Feb 29 13:04:28 GMT 2024","240","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeProjectCreationDuplicateId","negativeProjectCreationDuplicateId",""
"passed","Thu Feb 29 13:02:46 GMT 2024","Thu Feb 29 13:03:07 GMT 2024","20545","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Thu Feb 29 13:04:28 GMT 2024","Thu Feb 29 13:04:28 GMT 2024","142","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","positiveBuildConfigurationCreationMaxAllowedName","positiveBuildConfigurationCreationMaxAllowedName",""
"passed","Thu Feb 29 13:04:26 GMT 2024","Thu Feb 29 13:04:26 GMT 2024","182","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeBuildConfigCreationWithoutProject","negativeBuildConfigCreationWithoutProject",""
"passed","Thu Feb 29 13:04:23 GMT 2024","Thu Feb 29 13:04:26 GMT 2024","2860","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","basicBuildConfigurationTest","basicBuildConfigurationTest",""
"passed","Thu Feb 29 13:04:29 GMT 2024","Thu Feb 29 13:04:46 GMT 2024","17434","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigurationTest","com.example.teamcity.ui.CreateNewBuildConfigurationTest","authorizedUserShouldBeAbleToCreateNewBuildConfiguration","authorizedUserShouldBeAbleToCreateNewBuildConfiguration",""
"passed","Thu Feb 29 13:04:47 GMT 2024","Thu Feb 29 13:04:58 GMT 2024","11520","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigurationTest","com.example.teamcity.ui.CreateNewBuildConfigurationTest","authorizedUserShouldNotBeAbleToCreateNewBuildConfigurationWithoutAName","authorizedUserShouldNotBeAbleToCreateNewBuildConfigurationWithoutAName",""
"passed","Thu Feb 29 13:04:27 GMT 2024","Thu Feb 29 13:04:27 GMT 2024","138","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeBuildConfigurationCreationEmptyName","negativeBuildConfigurationCreationEmptyName",""
