"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 22 00:19:15 GMT 2024","Thu Feb 22 00:19:16 GMT 2024","114","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeBuildConfigurationCreationEmptyName","negativeBuildConfigurationCreationEmptyName",""
"passed","Thu Feb 22 00:19:12 GMT 2024","Thu Feb 22 00:19:15 GMT 2024","3135","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","basicBuildConfigurationTest","basicBuildConfigurationTest",""
"passed","Thu Feb 22 00:17:31 GMT 2024","Thu Feb 22 00:17:52 GMT 2024","20966","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Thu Feb 22 00:19:15 GMT 2024","Thu Feb 22 00:19:15 GMT 2024","168","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeBuildConfigCreationWithoutProject","negativeBuildConfigCreationWithoutProject",""
"passed","Thu Feb 22 00:19:17 GMT 2024","Thu Feb 22 00:19:17 GMT 2024","203","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","positiveBuildConfigurationCreationMaxAllowedId","positiveBuildConfigurationCreationMaxAllowedId",""
"failed","Thu Feb 22 00:19:15 GMT 2024","Thu Feb 22 00:19:15 GMT 2024","175","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeBuildConfigurationCreationBoundaryValueId","negativeBuildConfigurationCreationBoundaryValueId",""
"passed","Thu Feb 22 00:19:18 GMT 2024","Thu Feb 22 00:19:35 GMT 2024","17155","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigurationTest","com.example.teamcity.ui.CreateNewBuildConfigurationTest","authorizedUserShouldBeAbleToCreateNewBuildConfiguration","authorizedUserShouldBeAbleToCreateNewBuildConfiguration",""
"passed","Thu Feb 22 00:15:28 GMT 2024","Thu Feb 22 00:16:25 GMT 2024","56659","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","startUpTest","startUpTest",""
"passed","Thu Feb 22 00:19:16 GMT 2024","Thu Feb 22 00:19:16 GMT 2024","133","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeBuildConfigurationWithoutId","negativeBuildConfigurationWithoutId",""
"passed","Thu Feb 22 00:19:35 GMT 2024","Thu Feb 22 00:19:45 GMT 2024","10105","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigurationTest","com.example.teamcity.ui.CreateNewBuildConfigurationTest","authorizedUserShouldNotBeAbleToCreateNewBuildConfigurationWithoutAName","authorizedUserShouldNotBeAbleToCreateNewBuildConfigurationWithoutAName",""
"passed","Thu Feb 22 00:19:16 GMT 2024","Thu Feb 22 00:19:16 GMT 2024","150","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeProjectCreationDuplicateId","negativeProjectCreationDuplicateId",""
"passed","Thu Feb 22 00:19:17 GMT 2024","Thu Feb 22 00:19:17 GMT 2024","151","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","positiveBuildConfigurationCreationMaxAllowedName","positiveBuildConfigurationCreationMaxAllowedName",""
