"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 21 21:27:11 GMT 2024","Wed Feb 21 21:28:03 GMT 2024","52551","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","startUpTest","startUpTest",""
"passed","Wed Feb 21 21:30:59 GMT 2024","Wed Feb 21 21:31:19 GMT 2024","20464","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigurationTest","com.example.teamcity.ui.CreateNewBuildConfigurationTest","authorizedUserShouldBeAbleToCreateNewBuildConfiguration","authorizedUserShouldBeAbleToCreateNewBuildConfiguration",""
"passed","Wed Feb 21 21:30:57 GMT 2024","Wed Feb 21 21:30:57 GMT 2024","177","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeBuildConfigurationCreationEmptyName","negativeBuildConfigurationCreationEmptyName",""
"passed","Wed Feb 21 21:30:58 GMT 2024","Wed Feb 21 21:30:58 GMT 2024","187","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","positiveBuildConfigurationCreationMaxAllowedId","positiveBuildConfigurationCreationMaxAllowedId",""
"passed","Wed Feb 21 21:31:20 GMT 2024","Wed Feb 21 21:31:27 GMT 2024","7663","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigurationTest","com.example.teamcity.ui.CreateNewBuildConfigurationTest","authorizedUserShouldNotBeAbleToCreateNewBuildConfigurationWithoutAName","authorizedUserShouldNotBeAbleToCreateNewBuildConfigurationWithoutAName",""
"passed","Wed Feb 21 21:30:57 GMT 2024","Wed Feb 21 21:30:57 GMT 2024","124","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeBuildConfigurationWithoutId","negativeBuildConfigurationWithoutId",""
"failed","Wed Feb 21 21:30:56 GMT 2024","Wed Feb 21 21:30:56 GMT 2024","166","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeBuildConfigurationCreationBoundaryValueId","negativeBuildConfigurationCreationBoundaryValueId",""
"passed","Wed Feb 21 21:30:56 GMT 2024","Wed Feb 21 21:30:56 GMT 2024","158","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeBuildConfigCreationWithoutProject","negativeBuildConfigCreationWithoutProject",""
"passed","Wed Feb 21 21:30:54 GMT 2024","Wed Feb 21 21:30:56 GMT 2024","2030","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","basicBuildConfigurationTest","basicBuildConfigurationTest",""
"passed","Wed Feb 21 21:29:09 GMT 2024","Wed Feb 21 21:29:30 GMT 2024","20750","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Wed Feb 21 21:30:57 GMT 2024","Wed Feb 21 21:30:57 GMT 2024","200","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","negativeProjectCreationDuplicateId","negativeProjectCreationDuplicateId",""
"passed","Wed Feb 21 21:30:58 GMT 2024","Wed Feb 21 21:30:58 GMT 2024","111","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","positiveBuildConfigurationCreationMaxAllowedName","positiveBuildConfigurationCreationMaxAllowedName",""
